text,cluster_id
When @115821 and @115817 don’t ship your wig in time for the @236757 concert tonight even though you paid for one day shipping...on SUNDAY! #thanksforruiningmyoutfit #pokerfaceswimsuit #nowig #frustratedashell,1
"is this shitty service you call world class, yestrdy ord ws sppsd 2 b dlvrd, thn tdy, now u hv fucking blckd me, 9911506067 cal me https://t.co/sWOobpYrs1",1
Order# xxx-xxxxxx-xxx3904 tracking xxxxxxxx4295 FRAUDULENT DELIVERY UPDATE- ATS service is pathetic #FAIL #AMAZON,7
"hi, can I ask, do you tell your delivery folk to just enter the premises depending on how they feel? One entered without knocking or ringing the doorbell! Pretty sure that’s inappropriate. Still waiting for someone to call back, it’s only been 6 weeks",2
unable to use my Axis Vistara credit card for buying gift card on Amazon.in card is treated as international/ VCC pls help 1/2,3
"I wish @115821 didn't use @118706 they can't ever get **** right here. Now you can't even track a package. ""This service is currently unavailable.""",1
Just had a terrible experience with @115821. crazy with as much $ we spend people treat you like crap. #whatcustomerservice #frustrated,1
"I said, ""Alexa, sound like a cat."" And Alexa made a noise that still has Finn scouring the house for another feline. @115833",10
Day 6: @115850 package returned 6 days back still shows up as delivered. No refund in sight even now #amazonfail #epicfail #amazonpay https://t.co/i0MkdTQn2L,7
"1st Time mattres ordr mssd, family slept on d floor. Now have 2 cncel evnt as prjector delayd. Gimme a reason 2 cntinue wit u.",5
Watch out for @115821 you guys they took my money and I have to sue them to get it back. I'll tweet everyday til I get my money,1
"So far I have bought myself:
@115833 
@231586 
@49801 
@134258 Hue Lights
all from @115821 

I don't know what's next honestly. I've been treating myself cause honestly no one else will. Maybe a new tablet from @117159 ? Or a robot vacuum from @7754 ??????",1
Ah ah ah excellent ce scotch @120533 j’adore 😂🤣 https://t.co/aKF0a4U1hq,5
Hmmmmm. Now I’m not seeing a trade in on @115828 for my Xbox Day One console with Kinect.  Can I not trade that in now?  Uh oh.,10
"So my package seems to have been delivered to an @115821 locker, then undelivered. What? https://t.co/tQQQ0HvyCs",2
"Just ask, ""Alexa, let's shop Oprah's Favorite Things"" to get holiday ready with Butter London. #OprahsFavoriteThings https://t.co/hTiKZM2EYK https://t.co/d1B9NyMm1x",5
"HELP. Bought PK tickets off your site for September 2019... Then realised he finishes in March, how is this possible? 😂",5
i have a free trial of Amzon prime but now bank statement shows that i have to pay 2 £. Will send screens in DM,3
"Got the book Black Money and tax havens by Prof RV in a bad shape, crumpled and folded up Order 407-5121417-6372354
Disappointing",1
has an extension to the business that are less than shite in @625775 @116324 lie about card left at restaurant on Saturday during busy service &amp; hundreds of witnesses &amp; CCTV still without product! Good as weekest link @115830,1
"Sir a can't able to add gift card amount in my Amazon pay Account
Whenever i try to do 
This happens 👇👇 https://t.co/4dVETyamAE",3
".@AmazonHelp Since the change to Amz Logistics, have not successfully had a pkg delivered. What's the point of having Prime or even orders 😤",8
"1/2, kindly rectify my problem of not being able to choose COD despite product being eligible",5
The Prime membership that should have come with @121284 never came/got activated. Spoke to CS once; promised a call back. Never happened. Had to call finally. Not resolved still.,8
"My order (Philips Sonicare DiamondClean 3rd Generation Electric Toothbrush) has a better price available , which  £5 cheaper than I paid. Can I cancel my order and re-order a  new one with the better price?",3
hello. How do I go about getting the postage and packaging refunded for this? Or do I need to cancel the item? https://t.co/WgL2DgQngH,6
trying to get my account reinstated with @181888 will keep you posted. Heard @115851 can help lets see if that is only for customers?,1
"Hey @AmazonHelp most of my delivered orders are showing Enroute, but were delivered days ago. Best way to report a bunch of items like this?",7
"- What sorcery is this??

Regular price is also the same as Lightning Deal??

Do you think so low of us that we won't even read  other than the deal area?
@93192  @687007 @118702
#EpicFail https://t.co/yOlR4nMiFU",5
my order was cancelled on the last day when I was supposed to get the delivery. the same book was available previously on other..,4
Another shameless lie by @115821 lazy delivery service. They made no such attempt. I was sitting next to the door. https://t.co/hSQ0oZ9hvo,2
Please help @115830 seven items say they have been delivered. I have none or any notes. Call back not working. Where are my items!,1
I specially ordered Maksym's xmas gift to come in an @115821 box because it's obviously a surprise but it didn't and now he saw the fucking box and what it was when we picked it up. I'm absolutely devastated.,9
"I bought echo dot after seeing what it is capable of from online reviews, but looks like Amazon decided to cut down its ability to communicate with fire tv in india !
There is no video provider !
There is no way to know this bcoz reviews &amp; answers r disabled #NotFair https://t.co/Ub0GU0BgiU",10
any idea where my package is? It's not at the only #3 nearby.... https://t.co/Y9nRruoTVw,9
"hi, my Amazon Echos have apparently been “arriving today” for the last 3 days!?! What’s happening?",7
support chat two hours ago said my replacement order email would be along in a couple minutes. Nothing in s couple hours. Inconvenient trying to replace missing items. What should I do now?,6
will you going to refund my money or not.?,6
"hi, I saw an offer online - a fire stick and echo dot bundle for £39.99 but I can’t see it now and can only find it on the .com site. Any help on where to find this deal would be appreciated 🙂",10
i would like to email you. Weird things happening with account - what is your email address?,6
When will I get my HDFC credit cashback? I purchased a product on 13th of July. You can check my order # 406-4375711-3474706. It was purchased on 15% cashback offer which was about to get within 3 month of order.,3
"I had subscribed to Prime when it was priced at INR 499 per year. I even used my prime account to make orders. Now it says ""you're not a prime user"". Please fix this issue asap.",8
got an email saying I bought amazon prime when I haven't and I don't want to click the link in case it's not real can you help?,3
I've tried to resolve a purchase from @115821 and @AsurionCares without success...for over a year. Buy a protection plan &amp; get a scam for free!,1
Why does not the email support reply for my concerns?,6
why am I paying for Prime when half the things won’t ship to me.  Use to do all my holiday shopping with you.. not anymore I guess.,8
"#amazonfresh Is there a reason you insist on blocking my door with your groceries? Luckily I wasn't home this time, I have had to walk around my house before because I couldn't open my screen door from the inside. 😡😡😡",7
so I’ve made the selections for same day delivery &amp; next day delivery on some items but I’m showing delivery time to be after these dates. It’s an inconvenience especially seeing that these are things that I needed quick &amp; it’s delivering like a regular prime purchase,4
I have ordered goods that haven't arrived on two days of waiting round you transport have let you down again an it's  unacceptable,4
:Even amazon twitter escalation team is unable to help me. My account is blocked for two weeks and still no help. Feeling depressed as it was my only source of income. Not satisfied at all with Amazon. Help me please... 😥,0
I am unable to watch Downtown Abbey anymore in India. I used to watch it few weeks back. What happened?,10
"hello! I have an order that I think was supposed to ship out today, but it’s just kind of hovering above the icon on the tracker",4
Hey @115821 how come when I pay for 1-day shipping 10AM on Wednesday your estimate is Friday by 8PM? Need a refresh? https://t.co/rIfT8LOk8D,4
has gone huge. https://t.co/LOj3VGH3S2,5
Shoutout to sherry from @AmazonHelp for helping me with me lost package all my family’s Christmas presents are now safe and sound.,7
Amazon is 3rd class company never go for it @115850 Go for flipkart indian company !!,0
"ORDER # D01-0572539-0635839. The money has been credited to you from my bank. But I have not recd the book, nor has the amount been refunded.All I get r bland answers. Pl send the bk, or refund my money. Thank you.",6
Could not get Amazon balance which I made in offer days. Then what is your motto behind the 75 rs cash back on 250rs and above.@115850,0
Hey @117795 Here's the order information. NEVER DELIVERED! #customerservicefail https://t.co/DSMZspbXg4,1
still waiting for a fraud issue to be resolved after a week.  Was told up to 48hrs.  Do you even have a fraud department?,6
"was trying to play me for $96! that’s not cute, you fucking capitalist monster",5
Why isn’t @8979 on @119625 @2335 or @15462 ? How do I watch all the seasons?,10
your customer care number does not work. One month and more still struggling with order #highlydissapointed,6
"Hey @115821 
Can u help me?",1
"hi there, need to discuss about selling our products through your site so plz let me know mail I’d &amp; phone number so that I can speak. No tool free number plz",6
Can you help me please? My all friends order shipped out today. https://t.co/dV6myvbpWT,4
"Hello Team, I have sent an email to your email address __email__ regarding poor services. Looking for a response soon!!",6
"The @115821 Alexa app repeatedly crashes when I click the Smart Home section to rename my lights. 

And it bugs me, because I'm spoiled. 😂",10
"Hey, @AmazonHelp maybe don't package glasses in a thin bubble envelope. Not cool. https://t.co/CLKB405SzS",9
"Why don’t I get @117795 ? Because I placed 2 orders over a week ago and they just informed me today they are having shipping problems!? Also, I am waiting on TOILET PAPER. Tough to ship? Every time I give them another chance @115821 disappoints",1
Really fed up with @115821 ‘s horrible customer service team that keeps making my problems WORSE than when they started.,1
"Hi @AmazonHelp, Around 4pm (UK time) I topped up my account with £1 however 6 hours later and it's still not been added however the £1 has been taken from my bank account - Is there anyway this can be hurried as I need to purchase a few Xmas presents before they go, Thanks",3
Hey @115821 where the hell is my package that was supposed to be delivered YESTERDAY!!!,2
"been waiting all day for my parcel. But the tracking just says out for delivery, due today. Any help",4
we are showing that some seller give the fake review there products.,5
Another quality @115821 packing jobm https://t.co/Nr5dtjHOeh,9
why can’t you sell genuine products on your site?,5
"worst delivery system.and fake promises. not expected this.
date of delivery by representative under super tag was yesterday but its still not recieved.
have to go for other portals for future orders",2
"Ordered a Christmas brooch from @115830 for same day posting...came literally after i've had my dinner.
My only complaint is...why does the package box need to be so big? Thought we were trying to save the environment. https://t.co/qJ0VL8nLe0",9
"NO @115821, I do not approve your delay. Not when I ordered it in July! #PoorCustomerService",1
"It's always easy to criticise, but on this occasion, well done @115830 . After being let down by your courier leaving our parcel out in the rain to damage every item in the box, contacted customer service and all resloved within minutes. 👏👏
#amazon #greatservice #ThankYou",7
"what is going on? Not one app is working on fire stick, even the settings.",10
your delivery service in is terrible.My packages are not delivered when the website says it was delivered 3 days back.,2
I cannot believe Amazon delivery guy lied about handing the package directly to me. The package was left at a drive away next to my apartment complex.,7
Papa Johns is legitimately the best of the gross national pizza chains and it’s a shame the right got them in the Great American Crackup.,5
"Hi Amazon really frustrated after following up from last 10 days from pickup of faulty TV everyday got assurance that today it will be done but nothing happens also my refund amount is pending​ and I am not about to pay plenty for that.Order #
402-5277990-0005100",0
I got a new Fire HD. How can I have Amazon Video sign into my husband's account for prime video?,3
LOVE it when you pay for Prime and shit doesn't arrive when it says it will 🙃🙃🙃 @115821,8
Thanks @115830 @AmazonHelp for insisting you have delivered my ethernet switch and leaving me  £90 short! It ain’t here!,7
"anyone know how to use Hilton Honor points to buy books on @AmazonHelp ? I put my points as a ""default"" but they don't show up in Payment Options so it doesn't work.",3
"I need emotional support I did not think u were the type.. . ,,. https://t.co/KNhQlXL9VG",5
Can't find a way to contact you about stopping delivery texts coming to my phone that aren't for me.,6
I ordered something a week ago and it still hasnt shipped. I'm a prime member. Why are my orders grouped together instead of singularly shipped if there are delays?,4
"Ok, thanks, one question: what is ""social media"" username (filling out the information requested)",5
"hi, is a gift card in dollar accepted in UK store? don't know whether makes difference, but I have got a Prime account. Cheers.",3
Again you have cancelled my prepaid order after 5 days from order date. Order was prepaid and confirmed from your side and today was delivery date but in morning i got cancellation msg. Its happening frequently. This time i am moving to consumer forum. Its enough.,6
Thank god for Amazon Basics. Cheapest DisplayPort cable I could find in town? 25 quid. Amazon? A fiver. Saved 20 quid - thanks Amazon!,3
I have mony in my amazon account neither I can use it nor you are refunding the same.,3
@115850 No where on your website is there a mention of your legal address to which legal notices should be sent to #WhyAmazon,1
@AmazonHelp has always provided me great service even if they mess up ✊🏽,0
Thanks @115821 https://t.co/4yRvOGakXY,1
"- Received order # 
407-4694845-0769165 for OnePlus 5T without the handset in it. Pls help !!!",1
"Oh @117795, what ever will I do without you, you save me everytime.✨ #thursdayappreciationtweet",1
"I see the Christmas rush help has arrived at @115821
""Let me just through this $30 paperback into a paper envelope for shipment, it'll be fine.""",1
amazon logistics is an absolute joke. sort your lives out.,7
"Dear @AmazonHelp, thanks for handing my parcels over to a person - not even living in the same building as me - who’s now never in when I try to collect them. It’s a lot of money for me to lose when they should have just attempted to redeliver...",7
"Dear @115850, i ordered MI powerbank two times and both the times they sent a defected one. Even after putting it on charge for hours 1/n",1
my kindle app will no longer allow me to recommend the books I read. Is there a fix?,10
"Why did I pay for expedited shipping 1-11th Dec when it says it won't be dispatched until 5th Dec!? 
Standard delivery was 6-11th anyway @AmazonHelp https://t.co/w4uWCQIVvN",7
"your Search engine sucks man... :/ All the time... The film is in your server bt it doesnt showup, when searched... https://t.co/DyPubwld8d",5
"you have GOT to do something about your couriers leaving packages at doorsteps and running away without even ringing the doorbell, then marking them ""delivered"". You're lucky I was waiting and my iPod alerted me!
#Amazon",7
"Good morning- Is it possible to schedule a pickup for my @117093 bags? If so, how?  Thanks.",1
"order tracking not in sync with third party courier company, @12339's, updates.  #glitch @115821 @AmazonHelp @215765 https://t.co/e6AUTpQDhv",7
can my company get a bill with my company's GST number in it?,3
customer service is the WORST ever! I'm closing my account! Done with them,6
yet another issue with a same day order and two very upset boys. https://t.co/4n9VDVT3Dh,4
my account is on hold what should i do,6
is the only place I know of where I can get a 400lbs of toilet paper delivered within 24 hours if I wanted yet I can’t get a replacement remote for my Amazon fire stick for up to 4 months... https://t.co/Et4RRe2E8E,7
Link is broken when checking out and clicking the https://t.co/jeORpe3aam link. Willing to send HAR if desired.,5
Oi @115830 suck your mum your next day delivery is a load of bollocks,1
why it takes several hours to update my pay balance when i add money using my Amex card ?,3
Thank you @115850 for embarrassing me by wrapping a gift with damaged paper. 1/n,9
@14249 hi friends I need help and can’t get any online so twitter is my last hope!,1
Attention: No video on Primevideo is playing! I have been trying for half hour! Please fix it! @119625,10
"@AmazonHelp Not yet received the refund.
Ordered on Oct 12, 2017 (404-6551265-9923510)",0
I ordered something with 1 day shipping &amp; I recieved the wrong thing. You resent the product but I didnt get me 1 day shipping? I have to wait 5 days to get my item 😑,4
You need to stop your delivery guys telling lies about attempting deliveries first up. Terrible service from prime,8
"1/4Dear team,This is in regard to an order that i tried to place on 6th November through my amazon app through my account attached to email id(__email__). The product (PM2.5 with N95 standard Advanced Respirator and Mask with Activated Carbon by Canave)",0
"Be careful! Bought a new Ryzen processor, but received a used one! I have been told they can't replace it because they don't have stock and can't tell me when they will. @115830 https://t.co/N8clMeqRWH",1
Now @115821 you know I love you and Prime but come on.  This is wasteful- massive box for my small @113870 creamer. https://t.co/9844n77d61,9
"@115830 suck, my orders are not been delivered can not speak with anyone in England to help with getting what I ordered delivered !",1
another package delayed. This is the 4th time in the past couple of months. What’s going on??!,4
"Ordered products on @115830 on Black Friday and it's already been delivered, give yourself a pat on the back, AMAZING SERVICE",1
"- Please see your template reply and my repeated query once again... @115851 #amazonsucks #scammers 
https://t.co/jVyZ7xlniQ
(Expires: 11/22/2017)",0
"@115821 How will there be honest reviews and ratings if you are denying customers of their right to give reviews as they feel. In this exact case, i am not even ranting about quality, just wrong item delivered. Keep your shit together ppl. #fakeratings #freedomofreviews https://t.co/21DbD8iCRN",6
"Refund is pending  from October 7.Order date
22-Sep-2017
Order #
408-2359616-1957155. Let me know  the status",6
Amazon delivery boy faster than mobile nets. Or mobile nets slower than blore traffic. Delivered before i get the 'out for delivery' note.,7
Well guys @115821 let me down😞 my fancy cake bundt was suppose to arrive at a locker wednesday and even though I was promised Thursday I­t­ never showed up. Had to go to Walmart 😣,1
❤️ my #signed copy @127390 but sad it’s damaged. @115821 the packaging was 3/4 open. No wonder it got damaged traveling to the uk. 😔 https://t.co/U4R7oaIn21,9
Yay! @121284 finally on its way! https://t.co/jI5BXmvOkO,1
"So my package that was “delivered” Sunday was “delivered” today. Thanks, Amazon",7
"is an absolute scam, their guaranteed delivery means nothing, if they dont deliver they just say sorry, thats it, just bs",2
Does @AmazonHelp really not allow nicknames on saved payment options? The only way to tell between my cards is by the type of card and the last four?,3
"Hey @115830 I ordered a Xbox One X Scorpio Edition back in August, expecting it tomorrow (release). Estimated delivery is now Wednesday??",4
@115821 what do you do when your art is being sold on the amazon.fr site by an unauthorized dealer. https://t.co/TfelXAAitM,0
Seriously @115821! WTF? https://t.co/krtMFya3Hf,1
I’m sad where is my package 😥,2
I'm a Amazon Prime member and if I purchased something that was fullfilled by Amazon and want to returned the items.  Do I have to pay for shipping for the returned?,3
Erm but why is my @115821 order now saying Thursday when I ordered prime next day. https://t.co/rJH6t0F829,8
@115821 what’s going on guys I ordered the green screen months ago and was told it would be here on launch and still nothing,1
What time does Amazon Black Friday UK start? Getting excited!,7
"I have two expected delivery dates, one saying arriving today by 8pm and the other saying between the 4th and the 7th of Nov",4
Dear @115833 @AmazonHelp kindly consider implementing a means whereby customers can create our own customer support tickets to report issues with #AmazonEcho and its skills rather than being told to call into reps who haven't a clue please and thank you. #NotPleased.,0
"HEY AMAZON, YOUR GUY DIDN'T HV 13BUCKS CHANGE. SO I HV REJECTED THE COURIER. (1/2)",7
How is @115821 going to say my package is arriving at 8PM tonight and it’s 9:18 and not here 🤔 update the tracker or something !,4
"A whole month waiting 4 credit back 4 a returned faulty gift. Numerous contacts, 2 hours chatting online with advisors, promises of resolution never fulfilled. Supervisors don't care. Latest was promise of contact in 24h, still waiting. You don´t honour your own T&amp;C.",6
When You Guys Planning Next Sale... Wanna Purchase Some Stuff... #ApniDukaan #KaroMilkeTaiyari 😊😊,5
"We had water goblets shipped to us by @115821 that were shattered/broken because of careless packaging. Contacted @AmazonHelp, received new goblets packed like this ... aaand they’re broken. https://t.co/2CyQt6kr6O",7
yay! just surprised me by shipping my 2nd costume super quick when I explained that I needed it by Halloween👍 https://t.co/218PKpW6FS,5
my boyfriend currently shares my kindle on my account. Getting his own for Xmas so how can he transfer his books from my account to his?,3
"hey, my partner ordered a parcel due to be delivered today and it says it was delivered four minutes ago but I’ve not got anything? I hope you haven’t given my parcel to a stranger 😅",4
Can I pay COD Orders from Amazon Pay Balance when delivery boy will come to deliver item? Plz rply,7
"@115821 worst experience Bally delivery agents,lier cheater,don't even know how 2 behave with ladies worst agent numbers 8240535505/7686990910 never expected from amazon",0
How to get I get a refund for an item that claims it was delivered but I never received? Your site doesn't explain the process.,6
Do you accept Sodexo Coupons as payment on Amazon Pantry?,3
Thank you for my package but seriously? @115830 https://t.co/BrhZ4D3Ppw,9
"Our @115821 pinball ‘thing’ has arrived! 😱
#excited #pinball https://t.co/xRV8bNsCfT",1
Why does Destiny 2 show up as $25.95 but when I add it to cart it is full price?,3
it doesn't ask me to do this. Is it safe to mak3 the purchase or should I DM pictures to show what I mean? 2/2,3
"Wish there was an easy way to transfer shopping basket between different Amazon sites, e.g. UK to DE, if items do not ship to destination",7
"Thanks @115821, now #baileybear is ready for @69508 season! #goorange 🍊 https://t.co/valsQrxOG8",5
I't is very annoying when you spend all day in your flat waiting for a delivery and @115830 sent an email to you telling that:  delivery attempt but failed.... Yes #amazon you're #failed that is true,7
"i need some assistance. My amazon account is locked, i provided all necesary documents. But i havent recived and email yet. Normally this wouldnt be a problem but i need to make an urgent purchase.",0
"@115850 I'm very angry on you amazon instead of solving my issue you blocked me ,this isn't a solution ,please resolve my problem",0
My order#407-3287397-9716355 is out for delivery in Delhi but my shipping address is Chandigarh. Do I need to go to Delhi to get it or is there any other way?,4
I Have A Complaint 😐😐😐,5
Why the fuck is my amazon app not working!?,0
hi someone has activated the Amazon Prime trial on my account how can I get this reversed,3
last night my Echo &amp; Dot both started taking really long to respond and initiate commands. No change after reboot. Fixes?,10
"worst service for pre paid order.
Because you have customer's hard earn money, and then no response.",6
The Amazon delivery dude only delivered 1 out of my 2 packages why plz explain @AmazonHelp,7
@AmazonHelp really disappointed with your delivery in Mexico. Still waiting for the @23822 that should’ve been here Saturday,7
is sucking lately!! What's up?! Supposed to be convenient and quick! Tons of delayed and lost/missing packages the past 2 weeks! You'd think they'd offer some sorta solutions!! Nope!! #getittogether #shoppingelsewhere #youregoingtolooseprimembers,4
see anything wrong with this? Launch day was last night at midnight. You could even order today and get it tomorrow. Ridiculous. https://t.co/Cyttg06zuU,4
Excessively large box for package size @115830 https://t.co/3QHP7YuHel,9
"I'm facing problem placing a order,any on call assistant number you guys can provide,who will help me out with the same. @AmazonHelp",0
@115817 keeps sending me in circles!! Not a good look! I just want my items or a refund!,1
"I just remembered to take some pics of my two recent Nendoroids. Both of which are from Overwatch. I like to think that Sinon is embarrassed by Tracer's over-eagerness😋I'm still waiting on Megumin, but I'm doubtful she'll arrive😭Amazon screwed me for pre-ordering 9 months early https://t.co/LtvaP7k8qo",5
"I order a product for SAME day delivery, review order, get delivery confirmed for tomoz... WTF?! #cheated #missold",4
"Once again, @115821 failed to deliver item as promised. I needed items TOMORROW, was due to arrive today, not the 14th -16th.",4
I just a call from (206) 508-4014 verifying my order. How did they get my order information and number? Other tweets mentioned this wasn't an amazon rep.,0
"Joke of the decade.. Delivery team will wrongly update status as delivered, or delayed due to customer request.. For return they are never on time.. Now came to know from your customer care that Govt has imposed Restriction on pick up from my area.. I am at Pune.. Not pakistan..",2
My amazon delivery driver must hate me as I’ve ordered ten things the past week,7
"ordered a charger from @116090 and it fucking fries my phone. I wish I backed up my photos😢 seriously WHAT NEXT, LIFE",1
@132994 after buying the OnePlus 5T I didn't get any instant discount neither any cashback. Could you temme why? And when I had a word wid your @AmazonHelp they give me a time frame of 3 months!! Disgusting and pathetic service...,0
yo got an account that uses old email now cant login cuz it asks verification code. also button to contact u gives nmbr i cant reach,6
really enjoying @119625 these days.... try it! great bunch of movies and shows.,10
Guys! Can you please point me to where I can opt out of getting all these 3rd party emails asking me to review things I’ve purchased. PLEASE!,6
wrost service from amazon.my refund still not initiated in my account,0
guaranteed delivery is a joke. Customer service not any better.,2
@AmazonHelp @115851 today I couldn't buy an iPhone 7 because you didn't had an option of paying EMI with Bajaj finsery card.,3
Hey @115850 will the #OnePlus5T be available for pre-orders tomorrow after launch or it'll go for sale directly on 21/28 Nov?,4
Customer Support of @115850 is just worsening day by day in #India. They can't even do a simple pick up,1
"u r making fool out of costumers,will be filing case in consumer court against your executives,hv recrded calls too,no more Amazon",0
"Hi guys, I'm going to the Philippines for work for 7 weeks soon but want the new Pokemon game next month. Can you deliver there?",4
you are the real mvp of my wedding this weekend. All the last minute things are here and ready,5
"if there is a more inept business than amazon, I would be very surprised",0
i have mailed you and contacted you but now I am felling prime membership and easy returns &amp; refund all are fake @53953,8
I am not happy with your service.,6
Your customer service sucks.,6
"yet again ""Prime"" delivery is late, and says its not going to be up to another week! this happens all the time now. i hardly see the point in being a Prime member anymore! so frustrating!",8
"Find the snaps of the item (PS VR) Order ID: 402-0194928-4821972 which I purchased from Amazon.in for Rs.38,000.

Amazon is not ready to take back the item, saying that the item is non-returnable. What am I to do? Is that my fault? @AmazonHelp @115850 @115821 @115851 https://t.co/n3RzsZb1zR",0
I won't be shopping from Amazon anymore. I want to transfer my Amazon pay funds back to my bank account,3
still waiting for a book I ordered last Friday and I am a prime customer. Got my book club in a few days and haven't read the book,4
My @115821 box was mostly open when I received it. Thankfully the item was undamaged https://t.co/FgAxYAJEHt,9
A little over 3 months and the JBL earphones that I bought from @115850 are malfunctioning. The left one stops working randomly unless placed in a certain angle.,10
"Got a Studio to shoot stuff with the OnePlus5 but haven't received mine yet @115850 
WHERE IS MY PHONE? #FailAmazon https://t.co/OE987MmVw0",1
seeking help for delivery of my package. very casual approach of courier service. Have called customer care 5 times. No help,2
". @115821 @AmazonHelp SUCKS!  8 calls to 8 incompetent, rude morons in India.  How about hiring some workers who CARE in the USA?🇺🇸🇺🇸#FAIL",0
"@AmazonHelp @115850 AMAZON SELLS FAKE PRODUCTS ON ITS PLATFORM. AFTER YOU BUY PRODUCT EVN IF U GIVE LETTER/MAIL  FROM MANUFACTURER THAT THE PRODUCT ID FAKE, AMAZON WILL NOT ENTERTAIN AS, AMAZON AT ORGANISATIONAL IS INVOLVED IN SELLING FAKE PRODUCTS",0
"when I log into my Prime account an item costs £8.99 but a non Prime account is £7.99,why?? I feel like I'm getting ripped off",8
"how stupid your delivery works, sent my product to wrong hub and returned the product without contacting me https://t.co/gST8B7t0pv",2
Good bye @115850 ! Pathetic service and poor customer care.. How will you do the business?,1
when will Amazon take funds and ship the xbox one if delivery is due for the 7th,7
dude I have been with prime since it started and it is now nothing. Free returns means nothing since you can’t return most products. https://t.co/nC351tQIuT,8
"Probably gonna stop using @115821. Get your shipping together. USCG Base in Petaluma, Ca. https://t.co/mUkaPHHxwu",1
booked an cash on delivery order and the courier guy came but was not equipped with card machine and i didn't had cash in hand(1),2
I let my friend use my amazon prime account &amp;last night at 1130 at night I get an email that my order has been placed. Forgetting I gave him access I look to see what it was... he ordered a glow in the dark alien bobble head.... wtf 😅,7
hey so my mum ordered my birthday present for today and the email says it's tried to be delivered twice but no one has even knocked on the door so we're quite angry,2
"Shameful act from @115850, first told my order is delivered and i have signed but not received then says it was error thn delivery was 24 and its 26 no delivery no call, cheating India 🇮🇳 #amazonshame",0
"Been delivered a bar stool, but it doesn't fit properly. I assume it's broken. The company does not have a phone number but is fulfilled by Amazon.",7
Respect to @115830 driver using their initiative 🤙🏻 https://t.co/IobAIOH2AM,1
explain this https://t.co/oa9ZFDebch,5
"Hey @115830, nice ad 🦁😄 https://t.co/GpEojySxgZ",1
Received Paperwhite update and now no books are opening and can't get to store....rebooting doesn't do anything...is there a known issue with latest update??,10
"Hey, @115821. Quit using 3rd party (blank van) delivery companies to deliver stuff to my house. They leave packages outside my gate... on a busy street in a big city. Come on. How many stolen packages to me do you guys wanna deal with?",2
"horrible service
Ordered cancelled by urside and i got msg that it has been denied,irrespective of delivery attempts",6
Is there even any point having a prime membership? Every order late recently. May as well cancel as things don't come any quicker,8
why do I have Amazon prime and free 2-day and that one was marked free one-day and yet I still am not supposed to get it til next Wednesday? Doesn’t make sense.,8
Can you please explain why a pre-order I placed in August hasn't arrived the day it was supposed to?!,4
will someone help me re my customer service problem I need my 57 promo credit as promised me.,6
I'v just ordered two items n reieved the wrong items. I did items return in amazon .com and I contacted the seller. the return policy asks me to return the item to a collecting point n the seller asks me to take a photo for the items those I have recieved. Who is right @115830,0
Did anyone else pre-order the new @212203 game on @115821 months ago and not get it? Sad.,1
what an innovative bookmark. Send more of these 🤗 🔖 https://t.co/1fyivis2ta,5
. @AmazonHelp just to let you guys know the USPS is scanning packages as delivered and not delivering them till a later date.,7
I’ve got #AmazonPrime. Ordered something on Sunday and it still hasn’t turned up. #PoorService,7
"#Amazon just emailed me to let me know they lost my order. So?  You have one job, and it’s actually what you say you do. #bringmewhatiordered",7
I ordered a gift. This is the quality of your printing. WTF :(😡 https://t.co/pNaRueOcrE,9
"failed delivery of my @4263 mavic today, and won’t re-route it to where I’m flying tonight unless I buy a new one #fail #usps",2
How convenient! My @115821 package arrived already open! 🤔 https://t.co/hThMEKMRuK,1
"#AmazonIndia I had bought a bluetooth speaker,it stopped working within a week.o order no. https://t.co/YaNEvVMM8P when amazon is approached",0
"@115850 
 The height of rudeness 
Arun from cs says he will return my 89 INR when i tell him i need urgent delivery
(4/n)",1
"you might need to re-evaluate your packaging department, this is just a ridiculous amount of waste for such a small item https://t.co/ZnQ9Ua8Hwf",9
Wow. @AmazonHelp this is the second time an expensive order has “gotten lost” with the Amazon carrier service. It is THE WORST CARRIER. IT NEVER FAILS. I DREAD when something is shipped with this carrier.,7
"is there any work around to beat the credit limit on my Bajaj finserv card. Like paying a down payment from Amazon wallet ?. For example, consider If I have 35k credit limit, and want to buy 38k product with no cost emi . FYI in offline stores u can pay down payment.",3
"Can I get an email address, to inform you of a fraud from Amazon  India,selling a Fake product, &amp; not responding for the last 5  months.I do no wish to highlight here.This is a Criminal &amp; Consumer  Forum Case. __email__",0
"3/3
whose mobile number being mentioned in the out for delivery notification. Totally messed up",2
"If it says @115821 Prime, then I expect it be available in 2 days! Such a pain to find out at checkout it will take 4-5! #lastminshopper",8
: I have prc,5
Shall we get no cost EMI offer on HDFC credit card to buy #OnePlus5T ?,3
I need to find a set of leggings with cute lil turkeys for a newborn baby. Can y’all help a sista out?,5
Amazon Prime failed me today what a shame 😒 https://t.co/oABx4yKtk1,8
My partner is trying to use the GREATFOOD promo for £20 off his first FRESH order. It won’t work! Can you help?,3
no refund since last 6 months.poor https://t.co/ZQtI6vsSUz+917042283777,6
"remind my again why I pay £80 a year for next day delivery, just for you to change the delivery date on me for no reason..",4
where is the buy button? Already subscribed. https://t.co/mrOlUds7i5,3
